method,fillPerc,confidence,leaves,treeSize,performanceValidation,performanceTraining
moda,60.00,0.3750,813,1625,56.7093,88.7131
moda,60.00,0.4000,814,1627,56.7093,88.7321
moda,60.00,0.4250,816,1631,56.7093,88.7703
moda,60.00,0.4500,819,1637,56.6294,88.8275
moda,60.00,0.4750,823,1645,56.7093,88.8847
moda,60.00,0.5000,827,1653,56.6294,88.9418
moda,62.50,0.0010,52,103,51.5176,58.7417
moda,62.50,0.0250,218,435,56.3898,68.5987
moda,62.50,0.0500,463,925,56.3898,79.6187
moda,62.50,0.0750,512,1023,56.0703,81.2202
moda,62.50,0.1000,603,1205,55.1917,84.2517
moda,62.50,0.1250,613,1225,55.1917,84.5186
moda,62.50,0.1500,635,1269,54.7923,85.0524
moda,62.50,0.1750,694,1387,54.9521,86.4061
moda,62.50,0.2000,724,1447,55.0319,87.0734
moda,62.50,0.2250,741,1481,54.9521,87.4166
moda,62.50,0.2500,760,1519,54.9521,87.7979
moda,62.50,0.2750,779,1557,54.4728,88.1792
moda,62.50,0.3000,783,1565,54.6326,88.2555
moda,62.50,0.3250,793,1585,54.5527,88.4271
moda,62.50,0.3500,800,1599,54.5527,88.5415
moda,62.50,0.3750,804,1607,54.7125,88.6177
moda,62.50,0.4000,808,1615,54.7923,88.694
moda,62.50,0.4250,813,1625,54.6326,88.7703
moda,62.50,0.4500,817,1633,54.5527,88.8275
moda,62.50,0.4750,826,1651,54.5527,88.9418
moda,62.50,0.5000,829,1657,54.4728,88.98
moda,65.00,0.0010,45,89,52.0767,56.9304
moda,65.00,0.0250,255,509,54.6326,70.1811
moda,65.00,0.0500,415,829,54.1534,77.4452
moda,65.00,0.0750,536,1071,55.0319,82.04
moda,65.00,0.1000,609,1217,53.9936,84.4233
moda,65.00,0.1250,633,1265,54.0735,85.0334
moda,65.00,0.1500,657,1313,54.1534,85.6435
moda,65.00,0.1750,677,1353,54.393,86.0629
moda,65.00,0.2000,697,1393,54.3131,86.4633
moda,65.00,0.2250,726,1451,54.6326,86.9971
moda,65.00,0.2500,743,1485,54.7125,87.3403
moda,65.00,0.2750,790,1579,54.6326,88.2364
moda,65.00,0.3000,793,1585,54.6326,88.3127
moda,65.00,0.3250,794,1587,54.8722,88.3127
moda,65.00,0.3500,801,1601,54.7923,88.4461
moda,65.00,0.3750,808,1615,54.7923,88.5605
moda,65.00,0.4000,810,1619,54.7923,88.5796
moda,65.00,0.4250,810,1619,54.7923,88.5796
moda,65.00,0.4500,813,1625,54.7125,88.6177
moda,65.00,0.4750,818,1635,54.393,88.694
moda,65.00,0.5000,820,1639,54.393,88.7131
moda,67.50,0.0010,63,125,52.1565,59.8665
moda,67.50,0.0250,283,565,57.1885,71.897
moda,67.50,0.0500,400,799,57.4281,76.9304
moda,67.50,0.0750,481,961,57.1086,80.1525
moda,67.50,0.1000,559,1117,55.9904,82.8027
moda,67.50,0.1250,597,1193,55.6709,83.8513
moda,67.50,0.1500,635,1269,55.4313,84.6711
moda,67.50,0.1750,671,1341,55.5911,85.4719
moda,67.50,0.2000,706,1411,55.2716,86.1582
moda,67.50,0.2250,720,1439,55.3514,86.4442
moda,67.50,0.2500,737,1473,55.1917,86.7684
moda,67.50,0.2750,750,1499,55.2716,87.0734
moda,67.50,0.3000,760,1519,55.3514,87.245
moda,67.50,0.3250,763,1525,55.3514,87.3022
moda,67.50,0.3500,763,1525,55.3514,87.3022
moda,67.50,0.3750,770,1539,55.1917,87.3785
moda,67.50,0.4000,772,1543,55.1917,87.3975
moda,67.50,0.4250,776,1551,55.1917,87.4357
moda,67.50,0.4500,780,1559,55.2716,87.4929
moda,67.50,0.4750,789,1577,55.2716,87.6072
moda,67.50,0.5000,789,1577,55.2716,87.6072
moda,70.00,0.0010,43,85,51.278,57.7502
moda,70.00,0.0250,280,559,54.3131,72.5071
moda,70.00,0.0500,430,859,55.6709,78.1506
moda,70.00,0.0750,544,1087,55.6709,82.6501
moda,70.00,0.1000,572,1143,55.3514,83.3365
moda,70.00,0.1250,617,1233,55.6709,84.4805
moda,70.00,0.1500,633,1265,55.9904,84.8618
moda,70.00,0.1750,668,1335,56.0703,85.5481
moda,70.00,0.2000,701,1401,56.3099,86.3108
moda,70.00,0.2250,741,1481,56.0703,87.1306
moda,70.00,0.2500,757,1513,56.3898,87.4357
moda,70.00,0.2750,766,1531,56.1502,87.55
moda,70.00,0.3000,771,1541,55.6709,87.6454
moda,70.00,0.3250,783,1565,55.8307,87.8742
moda,70.00,0.3500,786,1571,55.7508,87.9314
moda,70.00,0.3750,792,1583,55.5911,88.0458
moda,70.00,0.4000,796,1591,55.5911,88.103
moda,70.00,0.4250,799,1597,55.6709,88.1411
moda,70.00,0.4500,801,1601,55.6709,88.1602
moda,70.00,0.4750,810,1619,55.6709,88.2364
moda,70.00,0.5000,810,1619,55.6709,88.2364
moda,72.50,0.0010,42,83,51.8371,58.2078
moda,72.50,0.0250,282,563,56.9489,72.4309
moda,72.50,0.0500,402,803,57.4281,77.693
moda,72.50,0.0750,520,1039,58.3067,81.9066
moda,72.50,0.1000,570,1139,58.6262,83.3746
moda,72.50,0.1250,616,1231,58.4665,84.6139
moda,72.50,0.1500,643,1285,58.6262,85.3003
moda,72.50,0.1750,667,1333,58.3866,85.8151
moda,72.50,0.2000,715,1429,58.6262,86.8065
moda,72.50,0.2250,746,1491,58.5463,87.4166
moda,72.50,0.2500,765,1529,58.7061,87.7979
moda,72.50,0.2750,774,1547,58.7859,87.9886
moda,72.50,0.3000,787,1573,58.8658,88.2364
moda,72.50,0.3250,794,1587,58.8658,88.3699
moda,72.50,0.3500,810,1619,58.7061,88.6559
moda,72.50,0.3750,811,1621,58.6262,88.6749
moda,72.50,0.4000,817,1633,58.6262,88.7703
moda,72.50,0.4250,817,1633,58.6262,88.7703
moda,72.50,0.4500,820,1639,58.6262,88.8084
moda,72.50,0.4750,823,1645,58.7061,88.8465
moda,72.50,0.5000,836,1671,58.7061,89.0181
moda,75.00,0.0010,38,75,51.3578,57.2355
moda,75.00,0.0250,287,573,54.5527,72.4118
moda,75.00,0.0500,382,763,55.7508,76.5872
moda,75.00,0.0750,513,1025,55.5112,81.3346
moda,75.00,0.1000,565,1129,55.7508,82.8408
moda,75.00,0.1250,589,1177,55.7508,83.5081
moda,75.00,0.1500,629,1257,55.6709,84.4614
moda,75.00,0.1750,666,1331,56.3898,85.2812
moda,75.00,0.2000,704,1407,56.6294,86.0439
moda,75.00,0.2250,731,1461,56.6294,86.5586
moda,75.00,0.2500,763,1525,56.3898,87.1687
moda,75.00,0.2750,772,1543,56.3099,87.3594
moda,75.00,0.3000,787,1573,56.3099,87.6263
moda,75.00,0.3250,793,1585,56.23,87.7407
moda,75.00,0.3500,796,1591,56.3898,87.817
moda,75.00,0.3750,802,1603,56.5495,87.9123
moda,75.00,0.4000,809,1617,56.4696,88.0267
moda,75.00,0.4250,810,1619,56.4696,88.0458
moda,75.00,0.4500,811,1621,56.4696,88.0648
moda,75.00,0.4750,813,1625,56.4696,88.0839
moda,75.00,0.5000,815,1629,56.3898,88.122
moda,77.50,0.0010,39,77,51.5176,57.2736
moda,77.50,0.0250,303,605,53.9936,73.1363
moda,77.50,0.0500,413,825,54.6326,78.1697
moda,77.50,0.0750,485,969,54.5527,80.6101
moda,77.50,0.1000,524,1047,55.5911,81.6206
moda,77.50,0.1250,618,1235,55.1118,84.2326
moda,77.50,0.1500,647,1293,55.5112,84.9762
moda,77.50,0.1750,675,1349,55.5112,85.5481
moda,77.50,0.2000,723,1445,55.9105,86.6158
moda,77.50,0.2250,749,1497,55.5911,87.0734
moda,77.50,0.2500,769,1537,55.6709,87.4929
moda,77.50,0.2750,775,1549,55.8307,87.6072
moda,77.50,0.3000,783,1565,55.8307,87.7598
moda,77.50,0.3250,786,1571,55.8307,87.7979
moda,77.50,0.3500,788,1575,55.7508,87.817
moda,77.50,0.3750,795,1589,55.7508,87.9123
moda,77.50,0.4000,799,1597,55.8307,87.9886
moda,77.50,0.4250,803,1605,55.6709,88.0458
moda,77.50,0.4500,803,1605,55.6709,88.0458
moda,77.50,0.4750,816,1631,55.5911,88.1983
moda,77.50,0.5000,824,1647,55.5112,88.2936
moda,80.00,0.0010,39,77,50.7987,57.7121
moda,80.00,0.0250,311,621,55.9105,73.0029
moda,80.00,0.0500,462,923,56.3898,79.409
moda,80.00,0.0750,534,1067,56.869,81.6587
moda,80.00,0.1000,598,1195,56.9489,83.5081
moda,80.00,0.1250,637,1273,56.3099,84.7855
moda,80.00,0.1500,677,1353,57.1086,85.7579
moda,80.00,0.1750,689,1377,57.1885,86.0248
moda,80.00,0.2000,726,1451,57.2684,86.8827
moda,80.00,0.2250,765,1529,57.6677,87.6072
moda,80.00,0.2500,774,1547,57.6677,87.7979
moda,80.00,0.2750,790,1579,57.6677,88.103
moda,80.00,0.3000,796,1591,58.147,88.1983
moda,80.00,0.3250,802,1603,58.147,88.2936
moda,80.00,0.3500,803,1605,58.147,88.3127
moda,80.00,0.3750,804,1607,58.147,88.3317
moda,80.00,0.4000,805,1609,58.147,88.3508
moda,80.00,0.4250,808,1615,58.147,88.3889
moda,80.00,0.4500,812,1623,57.9872,88.4461
moda,80.00,0.4750,815,1629,57.9872,88.4843
moda,80.00,0.5000,815,1629,57.9872,88.4843
moda,82.50,0.0010,53,105,50.3994,58.4938
moda,82.50,0.0250,280,559,52.9553,71.5157
moda,82.50,0.0500,456,911,54.4728,79.142
moda,82.50,0.0750,528,1055,53.8339,81.4681
moda,82.50,0.1000,597,1193,55.2716,83.7178
moda,82.50,0.1250,627,1253,55.5112,84.4805
moda,82.50,0.1500,678,1355,55.8307,85.6244
moda,82.50,0.1750,695,1389,55.8307,85.9485
moda,82.50,0.2000,733,1465,55.8307,86.7112
moda,82.50,0.2250,772,1543,55.6709,87.5119
moda,82.50,0.2500,788,1575,55.5911,87.817
moda,82.50,0.2750,799,1597,55.4313,88.0458
moda,82.50,0.3000,806,1611,55.7508,88.1602
moda,82.50,0.3250,807,1613,55.7508,88.1792
moda,82.50,0.3500,810,1619,55.7508,88.2173
moda,82.50,0.3750,813,1625,55.7508,88.2936
moda,82.50,0.4000,818,1635,55.8307,88.3508
moda,82.50,0.4250,822,1643,55.9105,88.3889
moda,82.50,0.4500,822,1643,55.9105,88.3889
moda,82.50,0.4750,822,1643,55.9105,88.3889
moda,82.50,0.5000,822,1643,55.9105,88.3889
moda,85.00,0.0010,41,81,50.9585,58.0744
moda,85.00,0.0250,313,625,54.0735,73.2698
moda,85.00,0.0500,478,955,54.0735,80.3241
moda,85.00,0.0750,529,1057,53.9936,81.9256
moda,85.00,0.1000,584,1167,53.754,83.47
moda,85.00,0.1250,618,1235,53.754,84.3661
moda,85.00,0.1500,663,1325,53.6741,85.5481
moda,85.00,0.1750,702,1403,53.4345,86.3489
moda,85.00,0.2000,759,1517,53.754,87.6072
moda,85.00,0.2250,777,1553,53.754,87.9695
moda,85.00,0.2500,791,1581,53.5144,88.2936
moda,85.00,0.2750,811,1621,53.5942,88.694
moda,85.00,0.3000,813,1625,53.5144,88.7321
moda,85.00,0.3250,821,1641,53.3546,88.8656
moda,85.00,0.3500,824,1647,53.4345,88.9228
moda,85.00,0.3750,825,1649,53.5144,88.9418
moda,85.00,0.4000,830,1659,53.5942,89.0562
moda,85.00,0.4250,830,1659,53.5942,89.0562
moda,85.00,0.4500,832,1663,53.5942,89.0753
moda,85.00,0.4750,835,1669,53.5144,89.1134
moda,85.00,0.5000,835,1669,53.5144,89.1134
modaclase,0.00,0.0010,7,13,51.278,52.5071
modaclase,0.00,0.0250,249,497,56.4696,70.0667
modaclase,0.00,0.0500,401,801,58.3067,76.816
modaclase,0.00,0.0750,444,887,58.5463,78.3794
modaclase,0.00,0.1000,542,1083,58.7061,81.735
modaclase,0.00,0.1250,566,1131,58.8658,82.4404
modaclase,0.00,0.1500,592,1183,59.1054,83.0505
modaclase,0.00,0.1750,614,1227,58.7061,83.6034
modaclase,0.00,0.2000,643,1285,58.7859,84.3089
modaclase,0.00,0.2250,654,1307,58.6262,84.4995
modaclase,0.00,0.2500,668,1335,58.6262,84.8046
modaclase,0.00,0.2750,682,1363,58.5463,85.0143
modaclase,0.00,0.3000,691,1381,58.4665,85.1859
modaclase,0.00,0.3250,709,1417,58.3067,85.6244
modaclase,0.00,0.3500,714,1427,58.3067,85.7197
modaclase,0.00,0.3750,717,1433,58.3866,85.7769
modaclase,0.00,0.4000,735,1469,57.9073,86.1392
modaclase,0.00,0.4250,736,1471,57.9073,86.1582
modaclase,0.00,0.4500,738,1475,57.9872,86.1964
modaclase,0.00,0.4750,741,1481,57.9073,86.2345
modaclase,0.00,0.5000,747,1493,57.7476,86.3298
modaclase,2.50,0.0010,7,13,51.278,52.469
modaclase,2.50,0.0250,233,465,56.7891,69.285
modaclase,2.50,0.0500,394,787,57.8275,76.4919
modaclase,2.50,0.0750,459,917,58.2268,78.8561
modaclase,2.50,0.1000,532,1063,58.2268,81.3155
modaclase,2.50,0.1250,569,1137,58.3067,82.4976
modaclase,2.50,0.1500,582,1163,58.4665,82.7836
modaclase,2.50,0.1750,610,1219,58.2268,83.5272
modaclase,2.50,0.2000,643,1285,58.4665,84.3279
modaclase,2.50,0.2250,664,1327,58.7061,84.7664
modaclase,2.50,0.2500,678,1355,58.6262,85.0334
modaclase,2.50,0.2750,694,1387,58.4665,85.3003
modaclase,2.50,0.3000,703,1405,58.5463,85.4528
modaclase,2.50,0.3250,721,1441,58.2268,85.8723
modaclase,2.50,0.3500,727,1453,58.2268,85.9867
modaclase,2.50,0.3750,731,1461,58.3067,86.0629
modaclase,2.50,0.4000,752,1503,57.8275,86.4442
modaclase,2.50,0.4250,753,1505,57.8275,86.4633
modaclase,2.50,0.4500,754,1507,58.0671,86.4633
modaclase,2.50,0.4750,755,1509,58.0671,86.4824
modaclase,2.50,0.5000,760,1519,57.9872,86.5396
modaclase,5.00,0.0010,7,13,51.278,52.469
modaclase,5.00,0.0250,244,487,55.7508,69.4185
modaclase,5.00,0.0500,398,795,58.0671,76.8541
modaclase,5.00,0.0750,449,897,58.147,78.6654
modaclase,5.00,0.1000,539,1077,57.7476,81.8684
modaclase,5.00,0.1250,565,1129,58.0671,82.612
modaclase,5.00,0.1500,606,1211,58.7061,83.6225
modaclase,5.00,0.1750,625,1249,58.6262,84.0801
modaclase,5.00,0.2000,657,1313,58.2268,84.7855
modaclase,5.00,0.2250,665,1329,57.9073,84.9762
modaclase,5.00,0.2500,679,1357,58.147,85.2622
modaclase,5.00,0.2750,687,1373,57.9872,85.4147
modaclase,5.00,0.3000,695,1389,57.9872,85.6435
modaclase,5.00,0.3250,720,1439,57.7476,86.1582
modaclase,5.00,0.3500,728,1455,57.6677,86.3108
modaclase,5.00,0.3750,731,1461,57.7476,86.368
modaclase,5.00,0.4000,741,1481,57.508,86.5396
modaclase,5.00,0.4250,747,1493,57.508,86.6349
modaclase,5.00,0.4500,747,1493,57.508,86.6349
modaclase,5.00,0.4750,750,1499,57.4281,86.673
modaclase,5.00,0.5000,758,1515,57.3482,86.7302
modaclase,7.50,0.0010,5,9,51.5176,52.45
modaclase,7.50,0.0250,262,523,56.7891,71.1725
modaclase,7.50,0.0500,409,817,56.869,77.1401
modaclase,7.50,0.0750,490,979,57.1086,80.2097
modaclase,7.50,0.1000,526,1051,57.5879,81.3155
modaclase,7.50,0.1250,555,1109,57.8275,82.326
modaclase,7.50,0.1500,590,1179,57.6677,83.2031
modaclase,7.50,0.1750,612,1223,57.7476,83.7369
modaclase,7.50,0.2000,653,1305,58.7061,84.4805
modaclase,7.50,0.2250,660,1319,58.7061,84.633
modaclase,7.50,0.2500,678,1355,58.7859,85.0143
modaclase,7.50,0.2750,691,1381,58.9457,85.2812
modaclase,7.50,0.3000,697,1393,59.1853,85.3956
modaclase,7.50,0.3250,702,1403,59.1853,85.4719
modaclase,7.50,0.3500,720,1439,59.1054,85.8723
modaclase,7.50,0.3750,721,1441,59.1054,85.8913
modaclase,7.50,0.4000,735,1469,58.9457,86.101
modaclase,7.50,0.4250,738,1475,59.0256,86.1201
modaclase,7.50,0.4500,744,1487,59.1054,86.2154
modaclase,7.50,0.4750,749,1497,59.1054,86.2917
modaclase,7.50,0.5000,753,1505,59.0256,86.3298
modaclase,10.00,0.0010,7,13,51.278,52.3546
modaclase,10.00,0.0250,271,541,55.5112,70.9056
modaclase,10.00,0.0500,411,821,57.0288,76.4728
modaclase,10.00,0.0750,499,997,57.2684,80.3432
modaclase,10.00,0.1000,550,1099,56.9489,82.0019
modaclase,10.00,0.1250,594,1187,57.1885,83.2602
modaclase,10.00,0.1500,630,1259,57.2684,84.2707
modaclase,10.00,0.1750,643,1285,57.1885,84.5949
modaclase,10.00,0.2000,660,1319,57.1086,84.9571
modaclase,10.00,0.2250,669,1337,56.9489,85.1478
modaclase,10.00,0.2500,697,1393,57.8275,85.7388
modaclase,10.00,0.2750,718,1435,58.147,86.101
modaclase,10.00,0.3000,730,1459,58.0671,86.3108
modaclase,10.00,0.3250,732,1463,58.147,86.3298
modaclase,10.00,0.3500,738,1475,58.147,86.4824
modaclase,10.00,0.3750,743,1485,57.9872,86.6158
modaclase,10.00,0.4000,743,1485,57.9872,86.6158
modaclase,10.00,0.4250,744,1487,57.9872,86.6349
modaclase,10.00,0.4500,748,1495,58.147,86.6921
modaclase,10.00,0.4750,751,1501,58.2268,86.7874
modaclase,10.00,0.5000,756,1511,58.147,86.8446
modaclase,12.50,0.0010,7,13,51.278,52.6215
modaclase,12.50,0.0250,302,603,56.23,73.4795
modaclase,12.50,0.0500,467,933,57.2684,80.0381
modaclase,12.50,0.0750,516,1031,57.3482,81.6969
modaclase,12.50,0.1000,547,1093,57.1086,82.5167
modaclase,12.50,0.1250,567,1133,57.1885,83.0315
modaclase,12.50,0.1500,584,1167,57.6677,83.47
modaclase,12.50,0.1750,609,1217,58.0671,84.2517
modaclase,12.50,0.2000,624,1247,58.5463,84.633
modaclase,12.50,0.2250,634,1267,58.5463,84.8618
modaclase,12.50,0.2500,660,1319,58.7859,85.4528
modaclase,12.50,0.2750,666,1331,58.7859,85.6053
modaclase,12.50,0.3000,670,1339,58.7859,85.7007
modaclase,12.50,0.3250,699,1397,58.4665,86.2536
modaclase,12.50,0.3500,707,1413,58.5463,86.4061
modaclase,12.50,0.3750,712,1423,58.6262,86.4824
modaclase,12.50,0.4000,724,1447,58.7061,86.654
modaclase,12.50,0.4250,729,1457,58.7061,86.7302
modaclase,12.50,0.4500,731,1461,58.6262,86.8255
modaclase,12.50,0.4750,734,1467,58.7859,86.8637
modaclase,12.50,0.5000,740,1479,58.6262,86.9399
modaclase,15.00,0.0010,5,9,51.5176,52.45
modaclase,15.00,0.0250,319,637,55.3514,73.613
modaclase,15.00,0.0500,435,869,56.6294,78.6273
modaclase,15.00,0.0750,508,1015,57.1086,81.1821
modaclase,15.00,0.1000,583,1165,56.6294,83.4318
modaclase,15.00,0.1250,606,1211,56.5495,84.1373
modaclase,15.00,0.1500,610,1219,57.4281,84.2135
modaclase,15.00,0.1750,650,1299,57.0288,85.1859
modaclase,15.00,0.2000,675,1349,56.7891,85.7197
modaclase,15.00,0.2250,686,1371,56.9489,85.9867
modaclase,15.00,0.2500,696,1391,57.1885,86.1964
modaclase,15.00,0.2750,713,1425,57.1885,86.6158
modaclase,15.00,0.3000,734,1467,57.3482,86.9971
modaclase,15.00,0.3250,737,1473,57.1885,87.0543
modaclase,15.00,0.3500,742,1483,57.1885,87.1497
modaclase,15.00,0.3750,751,1501,57.2684,87.3403
modaclase,15.00,0.4000,760,1519,57.1086,87.4929
modaclase,15.00,0.4250,770,1539,57.0288,87.6454
modaclase,15.00,0.4500,777,1553,57.1086,87.7979
modaclase,15.00,0.4750,781,1561,57.1885,87.8742
modaclase,15.00,0.5000,781,1561,57.1885,87.8742
modaclase,17.50,0.0010,7,13,51.278,52.3165
modaclase,17.50,0.0250,292,583,57.4281,72.183
modaclase,17.50,0.0500,382,763,59.1054,75.4623
modaclase,17.50,0.0750,462,923,59.1054,78.6273
modaclase,17.50,0.1000,524,1047,59.1853,80.9914
modaclase,17.50,0.1250,596,1191,58.7061,83.3746
modaclase,17.50,0.1500,635,1269,58.4665,84.4233
modaclase,17.50,0.1750,660,1319,58.7859,84.9762
modaclase,17.50,0.2000,683,1365,58.9457,85.4337
modaclase,17.50,0.2250,694,1387,58.8658,85.6625
modaclase,17.50,0.2500,707,1413,59.0256,85.8723
modaclase,17.50,0.2750,720,1439,59.0256,86.101
modaclase,17.50,0.3000,726,1451,59.0256,86.2345
modaclase,17.50,0.3250,746,1491,58.8658,86.6158
modaclase,17.50,0.3500,754,1507,58.8658,86.7684
modaclase,17.50,0.3750,754,1507,58.8658,86.7684
modaclase,17.50,0.4000,755,1509,58.8658,86.7874
modaclase,17.50,0.4250,756,1511,59.0256,86.8065
modaclase,17.50,0.4500,758,1515,59.0256,86.8255
modaclase,17.50,0.4750,761,1521,59.0256,86.8637
modaclase,17.50,0.5000,761,1521,59.0256,86.8637
modaclase,20.00,0.0010,7,13,51.278,52.5071
modaclase,20.00,0.0250,315,629,55.4313,73.5748
modaclase,20.00,0.0500,445,889,56.869,78.7226
modaclase,20.00,0.0750,524,1047,57.1885,81.449
modaclase,20.00,0.1000,579,1157,57.1086,83.0887
modaclase,20.00,0.1250,594,1187,57.1885,83.7178
modaclase,20.00,0.1500,611,1221,57.3482,84.0991
modaclase,20.00,0.1750,622,1243,57.4281,84.4233
modaclase,20.00,0.2000,640,1279,57.5879,84.8427
modaclase,20.00,0.2250,670,1339,57.508,85.5863
modaclase,20.00,0.2500,681,1361,57.8275,85.8341
modaclase,20.00,0.2750,681,1361,57.8275,85.8341
modaclase,20.00,0.3000,700,1399,57.9872,86.2536
modaclase,20.00,0.3250,721,1441,57.9073,86.5968
modaclase,20.00,0.3500,723,1445,57.9073,86.6158
modaclase,20.00,0.3750,726,1451,57.9073,86.6921
modaclase,20.00,0.4000,734,1467,57.4281,86.8065
modaclase,20.00,0.4250,742,1483,57.3482,86.9399
modaclase,20.00,0.4500,745,1489,57.3482,86.9781
modaclase,20.00,0.4750,745,1489,57.3482,86.9781
modaclase,20.00,0.5000,749,1497,57.2684,87.0162
modaclase,22.50,0.0010,9,17,51.1981,53.9752
modaclase,22.50,0.0250,274,547,54.8722,71.0772
modaclase,22.50,0.0500,411,821,56.23,76.8732
modaclase,22.50,0.0750,483,965,56.7093,80.1525
modaclase,22.50,0.1000,525,1049,57.1086,81.3918
modaclase,22.50,0.1250,549,1097,57.1086,82.021
modaclase,22.50,0.1500,613,1225,56.869,83.775
modaclase,22.50,0.1750,632,1263,56.869,84.2135
modaclase,22.50,0.2000,649,1297,57.0288,84.6139
modaclase,22.50,0.2250,693,1385,57.2684,85.5863
modaclase,22.50,0.2500,700,1399,57.2684,85.7579
modaclase,22.50,0.2750,720,1439,57.1885,86.2345
modaclase,22.50,0.3000,726,1451,57.1086,86.368
modaclase,22.50,0.3250,728,1455,56.9489,86.4061
modaclase,22.50,0.3500,739,1477,57.1086,86.5968
modaclase,22.50,0.3750,748,1495,57.4281,86.7302
modaclase,22.50,0.4000,754,1507,57.3482,86.8446
modaclase,22.50,0.4250,758,1515,57.3482,86.959
modaclase,22.50,0.4500,762,1523,57.3482,87.0162
modaclase,22.50,0.4750,767,1533,57.4281,87.0925
modaclase,22.50,0.5000,768,1535,57.3482,87.1306
modaclase,25.00,0.0010,33,65,50.2396,56.3012
modaclase,25.00,0.0250,295,589,54.7125,72.5262
modaclase,25.00,0.0500,353,705,55.2716,74.8141
modaclase,25.00,0.0750,472,943,55.4313,79.2564
modaclase,25.00,0.1000,539,1077,55.7508,81.7922
modaclase,25.00,0.1250,598,1195,56.0703,83.6034
modaclase,25.00,0.1500,639,1277,55.7508,84.6139
modaclase,25.00,0.1750,658,1315,56.4696,85.0906
modaclase,25.00,0.2000,668,1335,56.9489,85.3384
modaclase,25.00,0.2250,695,1389,56.9489,85.9867
modaclase,25.00,0.2500,710,1419,57.1086,86.3108
modaclase,25.00,0.2750,726,1451,57.1086,86.673
modaclase,25.00,0.3000,738,1475,57.2684,86.9209
modaclase,25.00,0.3250,745,1489,57.3482,87.0353
modaclase,25.00,0.3500,750,1499,57.4281,87.1497
modaclase,25.00,0.3750,758,1515,57.2684,87.2831
modaclase,25.00,0.4000,760,1519,57.2684,87.3022
modaclase,25.00,0.4250,767,1533,57.1885,87.4166
modaclase,25.00,0.4500,773,1545,57.1885,87.55
modaclase,25.00,0.4750,777,1553,57.3482,87.6072
modaclase,25.00,0.5000,782,1563,57.508,87.6835
modaclase,27.50,0.0010,18,35,50.8786,55.2336
modaclase,27.50,0.0250,287,573,56.23,72.3356
modaclase,27.50,0.0500,393,785,57.2684,77.102
modaclase,27.50,0.0750,468,935,57.508,79.7903
modaclase,27.50,0.1000,546,1091,57.1086,82.8789
modaclase,27.50,0.1250,592,1183,57.1885,84.0229
modaclase,27.50,0.1500,603,1205,57.2684,84.2517
modaclase,27.50,0.1750,633,1265,57.1086,84.9571
modaclase,27.50,0.2000,648,1295,57.1885,85.2812
modaclase,27.50,0.2250,668,1335,57.4281,85.6435
modaclase,27.50,0.2500,679,1357,57.5879,85.8723
modaclase,27.50,0.2750,689,1377,57.6677,86.082
modaclase,27.50,0.3000,704,1407,57.5879,86.368
modaclase,27.50,0.3250,717,1433,57.5879,86.6158
modaclase,27.50,0.3500,720,1439,57.4281,86.673
modaclase,27.50,0.3750,729,1457,57.508,86.8065
modaclase,27.50,0.4000,731,1461,57.508,86.8446
modaclase,27.50,0.4250,739,1477,57.5879,86.959
modaclase,27.50,0.4500,743,1485,57.508,87.0162
modaclase,27.50,0.4750,752,1503,57.3482,87.1306
modaclase,27.50,0.5000,754,1507,57.3482,87.1687
modaclase,30.00,0.0010,40,79,53.0351,57.1973
modaclase,30.00,0.0250,308,615,56.23,73.5367
modaclase,30.00,0.0500,420,839,57.1885,78.1316
modaclase,30.00,0.0750,462,923,57.9872,79.5996
modaclase,30.00,0.1000,530,1059,57.508,82.2116
modaclase,30.00,0.1250,560,1119,58.147,83.0505
modaclase,30.00,0.1500,590,1179,58.0671,83.756
modaclase,30.00,0.1750,626,1251,58.6262,84.633
modaclase,30.00,0.2000,635,1269,58.7061,84.8046
modaclase,30.00,0.2250,645,1289,58.5463,84.9762
modaclase,30.00,0.2500,659,1317,58.3866,85.3003
modaclase,30.00,0.2750,666,1331,58.5463,85.4337
modaclase,30.00,0.3000,683,1365,58.5463,85.7197
modaclase,30.00,0.3250,695,1389,58.6262,85.9295
modaclase,30.00,0.3500,700,1399,58.8658,86.0248
modaclase,30.00,0.3750,704,1407,58.7859,86.082
modaclase,30.00,0.4000,706,1411,58.8658,86.101
modaclase,30.00,0.4250,711,1421,58.6262,86.1773
modaclase,30.00,0.4500,712,1423,58.3866,86.1582
modaclase,30.00,0.4750,722,1443,58.3067,86.2726
modaclase,30.00,0.5000,721,1441,58.147,86.2917
modaclase,32.50,0.0010,16,31,52.6358,54.49
modaclase,32.50,0.0250,287,573,54.7923,71.8398
modaclase,32.50,0.0500,433,865,55.3514,77.7502
modaclase,32.50,0.0750,527,1053,57.0288,81.4681
modaclase,32.50,0.1000,562,1123,56.1502,82.8599
modaclase,32.50,0.1250,611,1221,56.3099,84.1945
modaclase,32.50,0.1500,652,1303,56.3099,85.3003
modaclase,32.50,0.1750,676,1351,56.23,85.9104
modaclase,32.50,0.2000,701,1401,56.23,86.4252
modaclase,32.50,0.2250,714,1427,56.1502,86.7112
modaclase,32.50,0.2500,728,1455,56.0703,87.0162
modaclase,32.50,0.2750,750,1499,56.4696,87.4929
modaclase,32.50,0.3000,765,1529,56.4696,87.7407
modaclase,32.50,0.3250,769,1537,56.4696,87.7979
