noisePerc,confidence,leaves,treeSize,performanceValidation,performanceTraining
1.35,0.5000,845,1689,58.3067,90.1049
1.40,0.0010,49,97,54.3131,58.5891
1.40,0.0250,308,615,57.2684,72.7741
1.40,0.0500,465,929,57.6677,79.2755
1.40,0.0750,620,1239,57.2684,85.205
1.40,0.1000,648,1295,57.3482,86.0248
1.40,0.1250,670,1339,57.6677,86.5777
1.40,0.1500,693,1385,58.2268,87.1115
1.40,0.1750,749,1497,58.3866,88.3127
1.40,0.2000,786,1571,58.147,89.0181
1.40,0.2250,802,1603,58.3866,89.3232
1.40,0.2500,816,1631,58.3067,89.5901
1.40,0.2750,829,1657,58.3067,89.8189
1.40,0.3000,834,1667,58.3067,89.9142
1.40,0.3250,841,1681,58.2268,90.0477
1.40,0.3500,842,1683,58.2268,90.0667
1.40,0.3750,843,1685,58.2268,90.0858
1.40,0.4000,846,1691,58.3067,90.1239
1.40,0.4250,846,1691,58.3067,90.1239
1.40,0.4500,846,1691,58.3067,90.1239
1.40,0.4750,845,1689,58.3067,90.1049
1.40,0.5000,845,1689,58.3067,90.1049
1.45,0.0010,49,97,54.3131,58.5891
1.45,0.0250,308,615,57.2684,72.7741
1.45,0.0500,465,929,57.6677,79.2755
1.45,0.0750,620,1239,57.2684,85.205
1.45,0.1000,648,1295,57.3482,86.0248
1.45,0.1250,670,1339,57.6677,86.5777
1.45,0.1500,693,1385,58.2268,87.1115
1.45,0.1750,749,1497,58.3866,88.3127
1.45,0.2000,786,1571,58.147,89.0181
1.45,0.2250,802,1603,58.3866,89.3232
1.45,0.2500,816,1631,58.3067,89.5901
1.45,0.2750,829,1657,58.3067,89.8189
1.45,0.3000,834,1667,58.3067,89.9142
1.45,0.3250,841,1681,58.2268,90.0477
1.45,0.3500,842,1683,58.2268,90.0667
1.45,0.3750,843,1685,58.2268,90.0858
1.45,0.4000,846,1691,58.3067,90.1239
1.45,0.4250,846,1691,58.3067,90.1239
1.45,0.4500,846,1691,58.3067,90.1239
1.45,0.4750,845,1689,58.3067,90.1049
1.45,0.5000,845,1689,58.3067,90.1049
1.50,0.0010,49,97,54.3131,58.5891
1.50,0.0250,308,615,57.2684,72.7741
1.50,0.0500,465,929,57.6677,79.2755
1.50,0.0750,620,1239,57.2684,85.205
1.50,0.1000,648,1295,57.3482,86.0248
1.50,0.1250,670,1339,57.6677,86.5777
1.50,0.1500,693,1385,58.2268,87.1115
1.50,0.1750,749,1497,58.3866,88.3127
1.50,0.2000,786,1571,58.147,89.0181
1.50,0.2250,802,1603,58.3866,89.3232
1.50,0.2500,816,1631,58.3067,89.5901
1.50,0.2750,829,1657,58.3067,89.8189
1.50,0.3000,834,1667,58.3067,89.9142
1.50,0.3250,841,1681,58.2268,90.0477
1.50,0.3500,842,1683,58.2268,90.0667
1.50,0.3750,843,1685,58.2268,90.0858
1.50,0.4000,846,1691,58.3067,90.1239
1.50,0.4250,846,1691,58.3067,90.1239
1.50,0.4500,846,1691,58.3067,90.1239
1.50,0.4750,845,1689,58.3067,90.1049
1.50,0.5000,845,1689,58.3067,90.1049
1.55,0.0010,49,97,54.3131,58.5891
1.55,0.0250,308,615,57.2684,72.7741
1.55,0.0500,465,929,57.6677,79.2755
1.55,0.0750,620,1239,57.2684,85.205
1.55,0.1000,648,1295,57.3482,86.0248
1.55,0.1250,670,1339,57.6677,86.5777
1.55,0.1500,693,1385,58.2268,87.1115
1.55,0.1750,749,1497,58.3866,88.3127
1.55,0.2000,786,1571,58.147,89.0181
1.55,0.2250,802,1603,58.3866,89.3232
1.55,0.2500,816,1631,58.3067,89.5901
1.55,0.2750,829,1657,58.3067,89.8189
1.55,0.3000,834,1667,58.3067,89.9142
1.55,0.3250,841,1681,58.2268,90.0477
1.55,0.3500,842,1683,58.2268,90.0667
1.55,0.3750,843,1685,58.2268,90.0858
1.55,0.4000,846,1691,58.3067,90.1239
1.55,0.4250,846,1691,58.3067,90.1239
1.55,0.4500,846,1691,58.3067,90.1239
1.55,0.4750,845,1689,58.3067,90.1049
1.55,0.5000,845,1689,58.3067,90.1049
1.60,0.0010,49,97,54.3131,58.5891
1.60,0.0250,308,615,57.2684,72.7741
1.60,0.0500,465,929,57.6677,79.2755
1.60,0.0750,620,1239,57.2684,85.205
1.60,0.1000,648,1295,57.3482,86.0248
1.60,0.1250,670,1339,57.6677,86.5777
1.60,0.1500,693,1385,58.2268,87.1115
1.60,0.1750,749,1497,58.3866,88.3127
1.60,0.2000,786,1571,58.147,89.0181
1.60,0.2250,802,1603,58.3866,89.3232
1.60,0.2500,816,1631,58.3067,89.5901
1.60,0.2750,829,1657,58.3067,89.8189
1.60,0.3000,834,1667,58.3067,89.9142
1.60,0.3250,841,1681,58.2268,90.0477
1.60,0.3500,842,1683,58.2268,90.0667
1.60,0.3750,843,1685,58.2268,90.0858
1.60,0.4000,846,1691,58.3067,90.1239
1.60,0.4250,846,1691,58.3067,90.1239
1.60,0.4500,846,1691,58.3067,90.1239
1.60,0.4750,845,1689,58.3067,90.1049
1.60,0.5000,845,1689,58.3067,90.1049
1.65,0.0010,49,97,54.3131,58.5891
1.65,0.0250,308,615,57.2684,72.7741
1.65,0.0500,465,929,57.6677,79.2755
1.65,0.0750,620,1239,57.2684,85.205
1.65,0.1000,648,1295,57.3482,86.0248
1.65,0.1250,670,1339,57.6677,86.5777
1.65,0.1500,693,1385,58.2268,87.1115
1.65,0.1750,749,1497,58.3866,88.3127
1.65,0.2000,786,1571,58.147,89.0181
1.65,0.2250,802,1603,58.3866,89.3232
1.65,0.2500,816,1631,58.3067,89.5901
1.65,0.2750,829,1657,58.3067,89.8189
1.65,0.3000,834,1667,58.3067,89.9142
1.65,0.3250,841,1681,58.2268,90.0477
1.65,0.3500,842,1683,58.2268,90.0667
1.65,0.3750,843,1685,58.2268,90.0858
1.65,0.4000,846,1691,58.3067,90.1239
1.65,0.4250,846,1691,58.3067,90.1239
1.65,0.4500,846,1691,58.3067,90.1239
1.65,0.4750,845,1689,58.3067,90.1049
1.65,0.5000,845,1689,58.3067,90.1049
1.70,0.0010,49,97,54.3131,58.5891
1.70,0.0250,308,615,57.2684,72.7741
1.70,0.0500,465,929,57.6677,79.2755
1.70,0.0750,620,1239,57.2684,85.205
1.70,0.1000,648,1295,57.3482,86.0248
1.70,0.1250,670,1339,57.6677,86.5777
1.70,0.1500,693,1385,58.2268,87.1115
1.70,0.1750,749,1497,58.3866,88.3127
1.70,0.2000,786,1571,58.147,89.0181
1.70,0.2250,802,1603,58.3866,89.3232
1.70,0.2500,816,1631,58.3067,89.5901
1.70,0.2750,829,1657,58.3067,89.8189
1.70,0.3000,834,1667,58.3067,89.9142
1.70,0.3250,841,1681,58.2268,90.0477
1.70,0.3500,842,1683,58.2268,90.0667
1.70,0.3750,843,1685,58.2268,90.0858
1.70,0.4000,846,1691,58.3067,90.1239
1.70,0.4250,846,1691,58.3067,90.1239
1.70,0.4500,846,1691,58.3067,90.1239
1.70,0.4750,845,1689,58.3067,90.1049
1.70,0.5000,845,1689,58.3067,90.1049
1.75,0.0010,49,97,54.3131,58.5891
1.75,0.0250,308,615,57.2684,72.7741
1.75,0.0500,465,929,57.6677,79.2755
1.75,0.0750,620,1239,57.2684,85.205
1.75,0.1000,648,1295,57.3482,86.0248
1.75,0.1250,670,1339,57.6677,86.5777
1.75,0.1500,693,1385,58.2268,87.1115
1.75,0.1750,749,1497,58.3866,88.3127
1.75,0.2000,786,1571,58.147,89.0181
1.75,0.2250,802,1603,58.3866,89.3232
1.75,0.2500,816,1631,58.3067,89.5901
1.75,0.2750,829,1657,58.3067,89.8189
1.75,0.3000,834,1667,58.3067,89.9142
1.75,0.3250,841,1681,58.2268,90.0477
1.75,0.3500,842,1683,58.2268,90.0667
1.75,0.3750,843,1685,58.2268,90.0858
1.75,0.4000,846,1691,58.3067,90.1239
1.75,0.4250,846,1691,58.3067,90.1239
1.75,0.4500,846,1691,58.3067,90.1239
1.75,0.4750,845,1689,58.3067,90.1049
1.75,0.5000,845,1689,58.3067,90.1049
1.80,0.0010,49,97,54.3131,58.5891
1.80,0.0250,308,615,57.2684,72.7741
1.80,0.0500,465,929,57.6677,79.2755
1.80,0.0750,620,1239,57.2684,85.205
1.80,0.1000,648,1295,57.3482,86.0248
1.80,0.1250,670,1339,57.6677,86.5777
1.80,0.1500,693,1385,58.2268,87.1115
1.80,0.1750,749,1497,58.3866,88.3127
1.80,0.2000,786,1571,58.147,89.0181
1.80,0.2250,802,1603,58.3866,89.3232
1.80,0.2500,816,1631,58.3067,89.5901
1.80,0.2750,829,1657,58.3067,89.8189
1.80,0.3000,834,1667,58.3067,89.9142
1.80,0.3250,841,1681,58.2268,90.0477
1.80,0.3500,842,1683,58.2268,90.0667
1.80,0.3750,843,1685,58.2268,90.0858
1.80,0.4000,846,1691,58.3067,90.1239
1.80,0.4250,846,1691,58.3067,90.1239
1.80,0.4500,846,1691,58.3067,90.1239
1.80,0.4750,845,1689,58.3067,90.1049
1.80,0.5000,845,1689,58.3067,90.1049
1.85,0.0010,49,97,54.3131,58.5891
1.85,0.0250,308,615,57.2684,72.7741
1.85,0.0500,465,929,57.6677,79.2755
1.85,0.0750,620,1239,57.2684,85.205
1.85,0.1000,648,1295,57.3482,86.0248
1.85,0.1250,670,1339,57.6677,86.5777
1.85,0.1500,693,1385,58.2268,87.1115
1.85,0.1750,749,1497,58.3866,88.3127
1.85,0.2000,786,1571,58.147,89.0181
1.85,0.2250,802,1603,58.3866,89.3232
1.85,0.2500,816,1631,58.3067,89.5901
1.85,0.2750,829,1657,58.3067,89.8189
1.85,0.3000,834,1667,58.3067,89.9142
1.85,0.3250,841,1681,58.2268,90.0477
1.85,0.3500,842,1683,58.2268,90.0667
1.85,0.3750,843,1685,58.2268,90.0858
1.85,0.4000,846,1691,58.3067,90.1239
1.85,0.4250,846,1691,58.3067,90.1239
1.85,0.4500,846,1691,58.3067,90.1239
1.85,0.4750,845,1689,58.3067,90.1049
1.85,0.5000,845,1689,58.3067,90.1049
1.90,0.0010,49,97,54.3131,58.5891
1.90,0.0250,308,615,57.2684,72.7741
1.90,0.0500,465,929,57.6677,79.2755
1.90,0.0750,620,1239,57.2684,85.205
1.90,0.1000,648,1295,57.3482,86.0248
1.90,0.1250,670,1339,57.6677,86.5777
1.90,0.1500,693,1385,58.2268,87.1115
1.90,0.1750,749,1497,58.3866,88.3127
1.90,0.2000,786,1571,58.147,89.0181
1.90,0.2250,802,1603,58.3866,89.3232
1.90,0.2500,816,1631,58.3067,89.5901
1.90,0.2750,829,1657,58.3067,89.8189
1.90,0.3000,834,1667,58.3067,89.9142
1.90,0.3250,841,1681,58.2268,90.0477
1.90,0.3500,842,1683,58.2268,90.0667
1.90,0.3750,843,1685,58.2268,90.0858
1.90,0.4000,846,1691,58.3067,90.1239
1.90,0.4250,846,1691,58.3067,90.1239
1.90,0.4500,846,1691,58.3067,90.1239
1.90,0.4750,845,1689,58.3067,90.1049
1.90,0.5000,845,1689,58.3067,90.1049
1.95,0.0010,49,97,54.3131,58.5891
1.95,0.0250,308,615,57.2684,72.7741
1.95,0.0500,465,929,57.6677,79.2755
1.95,0.0750,620,1239,57.2684,85.205
1.95,0.1000,648,1295,57.3482,86.0248
1.95,0.1250,670,1339,57.6677,86.5777
1.95,0.1500,693,1385,58.2268,87.1115
1.95,0.1750,749,1497,58.3866,88.3127
1.95,0.2000,786,1571,58.147,89.0181
1.95,0.2250,802,1603,58.3866,89.3232
1.95,0.2500,816,1631,58.3067,89.5901
1.95,0.2750,829,1657,58.3067,89.8189
1.95,0.3000,834,1667,58.3067,89.9142
1.95,0.3250,841,1681,58.2268,90.0477
1.95,0.3500,842,1683,58.2268,90.0667
1.95,0.3750,843,1685,58.2268,90.0858
1.95,0.4000,846,1691,58.3067,90.1239
1.95,0.4250,846,1691,58.3067,90.1239
1.95,0.4500,846,1691,58.3067,90.1239
1.95,0.4750,845,1689,58.3067,90.1049
1.95,0.5000,845,1689,58.3067,90.1049
2.00,0.0010,56,111,54.4728,58.5891
2.00,0.0250,287,573,54.393,71.001
2.00,0.0500,470,939,56.0703,79.6187
2.00,0.0750,554,1107,56.4696,82.0591
2.00,0.1000,610,1219,56.3898,83.7369
2.00,0.1250,659,1317,56.5495,84.9762
2.00,0.1500,681,1361,57.1086,85.5672
2.00,0.1750,696,1391,57.0288,85.8151
2.00,0.2000,743,1485,57.7476,86.8065
2.00,0.2250,792,1583,57.7476,87.7216
2.00,0.2500,821,1641,57.508,88.2936
2.00,0.2750,826,1651,57.508,88.3889
2.00,0.3000,835,1669,57.3482,88.5605
2.00,0.3250,836,1671,57.3482,88.5796
2.00,0.3500,840,1679,57.3482,88.6559
2.00,0.3750,841,1681,57.3482,88.6749
2.00,0.4000,841,1681,57.3482,88.6749
2.00,0.4250,842,1683,57.4281,88.694
2.00,0.4500,845,1689,57.3482,88.7321
2.00,0.4750,854,1707,57.2684,88.8465
2.00,0.5000,854,1707,57.2684,88.8465
2.05,0.0010,56,111,54.4728,58.5891
2.05,0.0250,287,573,54.393,71.001
2.05,0.0500,470,939,56.0703,79.6187
2.05,0.0750,554,1107,56.4696,82.0591
2.05,0.1000,610,1219,56.3898,83.7369
2.05,0.1250,659,1317,56.5495,84.9762
2.05,0.1500,681,1361,57.1086,85.5672
2.05,0.1750,696,1391,57.0288,85.8151
2.05,0.2000,743,1485,57.7476,86.8065
2.05,0.2250,792,1583,57.7476,87.7216
2.05,0.2500,821,1641,57.508,88.2936
2.05,0.2750,826,1651,57.508,88.3889
2.05,0.3000,835,1669,57.3482,88.5605
2.05,0.3250,836,1671,57.3482,88.5796
2.05,0.3500,840,1679,57.3482,88.6559
2.05,0.3750,841,1681,57.3482,88.6749
2.05,0.4000,841,1681,57.3482,88.6749
2.05,0.4250,842,1683,57.4281,88.694
2.05,0.4500,845,1689,57.3482,88.7321
2.05,0.4750,854,1707,57.2684,88.8465
2.05,0.5000,854,1707,57.2684,88.8465
2.10,0.0010,56,111,54.4728,58.5891
2.10,0.0250,287,573,54.393,71.001
2.10,0.0500,470,939,56.0703,79.6187
2.10,0.0750,554,1107,56.4696,82.0591
2.10,0.1000,610,1219,56.3898,83.7369
2.10,0.1250,659,1317,56.5495,84.9762
2.10,0.1500,681,1361,57.1086,85.5672
2.10,0.1750,696,1391,57.0288,85.8151
2.10,0.2000,743,1485,57.7476,86.8065
2.10,0.2250,792,1583,57.7476,87.7216
2.10,0.2500,821,1641,57.508,88.2936
2.10,0.2750,826,1651,57.508,88.3889
2.10,0.3000,835,1669,57.3482,88.5605
2.10,0.3250,836,1671,57.3482,88.5796
2.10,0.3500,840,1679,57.3482,88.6559
2.10,0.3750,841,1681,57.3482,88.6749
2.10,0.4000,841,1681,57.3482,88.6749
2.10,0.4250,842,1683,57.4281,88.694
2.10,0.4500,845,1689,57.3482,88.7321
2.10,0.4750,854,1707,57.2684,88.8465
2.10,0.5000,854,1707,57.2684,88.8465
2.15,0.0010,56,111,54.4728,58.5891
2.15,0.0250,287,573,54.393,71.001
2.15,0.0500,470,939,56.0703,79.6187
2.15,0.0750,554,1107,56.4696,82.0591
2.15,0.1000,610,1219,56.3898,83.7369
2.15,0.1250,659,1317,56.5495,84.9762
2.15,0.1500,681,1361,57.1086,85.5672
2.15,0.1750,696,1391,57.0288,85.8151
2.15,0.2000,743,1485,57.7476,86.8065
2.15,0.2250,792,1583,57.7476,87.7216
2.15,0.2500,821,1641,57.508,88.2936
2.15,0.2750,826,1651,57.508,88.3889
2.15,0.3000,835,1669,57.3482,88.5605
2.15,0.3250,836,1671,57.3482,88.5796
2.15,0.3500,840,1679,57.3482,88.6559
2.15,0.3750,841,1681,57.3482,88.6749
2.15,0.4000,841,1681,57.3482,88.6749
2.15,0.4250,842,1683,57.4281,88.694
2.15,0.4500,845,1689,57.3482,88.7321
2.15,0.4750,854,1707,57.2684,88.8465
2.15,0.5000,854,1707,57.2684,88.8465
2.20,0.0010,56,111,54.4728,58.5891
2.20,0.0250,287,573,54.393,71.001
2.20,0.0500,470,939,56.0703,79.6187
2.20,0.0750,554,1107,56.4696,82.0591
2.20,0.1000,610,1219,56.3898,83.7369
2.20,0.1250,659,1317,56.5495,84.9762
2.20,0.1500,681,1361,57.1086,85.5672
2.20,0.1750,696,1391,57.0288,85.8151
2.20,0.2000,743,1485,57.7476,86.8065
2.20,0.2250,792,1583,57.7476,87.7216
2.20,0.2500,821,1641,57.508,88.2936
2.20,0.2750,826,1651,57.508,88.3889
2.20,0.3000,835,1669,57.3482,88.5605
2.20,0.3250,836,1671,57.3482,88.5796
2.20,0.3500,840,1679,57.3482,88.6559
2.20,0.3750,841,1681,57.3482,88.6749
2.20,0.4000,841,1681,57.3482,88.6749
2.20,0.4250,842,1683,57.4281,88.694
2.20,0.4500,845,1689,57.3482,88.7321
2.20,0.4750,854,1707,57.2684,88.8465
2.20,0.5000,854,1707,57.2684,88.8465
2.25,0.0010,56,111,54.4728,58.5891
2.25,0.0250,287,573,54.393,71.001
2.25,0.0500,470,939,56.0703,79.6187
2.25,0.0750,554,1107,56.4696,82.0591
2.25,0.1000,610,1219,56.3898,83.7369
2.25,0.1250,659,1317,56.5495,84.9762
2.25,0.1500,681,1361,57.1086,85.5672
2.25,0.1750,696,1391,57.0288,85.8151
2.25,0.2000,743,1485,57.7476,86.8065
2.25,0.2250,792,1583,57.7476,87.7216
2.25,0.2500,821,1641,57.508,88.2936
2.25,0.2750,826,1651,57.508,88.3889
2.25,0.3000,835,1669,57.3482,88.5605
2.25,0.3250,836,1671,57.3482,88.5796
2.25,0.3500,840,1679,57.3482,88.6559
2.25,0.3750,841,1681,57.3482,88.6749
2.25,0.4000,841,1681,57.3482,88.6749
2.25,0.4250,842,1683,57.4281,88.694
2.25,0.4500,845,1689,57.3482,88.7321
2.25,0.4750,854,1707,57.2684,88.8465
2.25,0.5000,854,1707,57.2684,88.8465
2.30,0.0010,56,111,54.4728,58.5891
2.30,0.0250,287,573,54.393,71.001
2.30,0.0500,470,939,56.0703,79.6187
2.30,0.0750,554,1107,56.4696,82.0591
2.30,0.1000,610,1219,56.3898,83.7369
2.30,0.1250,659,1317,56.5495,84.9762
2.30,0.1500,681,1361,57.1086,85.5672
2.30,0.1750,696,1391,57.0288,85.8151
2.30,0.2000,743,1485,57.7476,86.8065
2.30,0.2250,792,1583,57.7476,87.7216
2.30,0.2500,821,1641,57.508,88.2936
2.30,0.2750,826,1651,57.508,88.3889
2.30,0.3000,835,1669,57.3482,88.5605
2.30,0.3250,836,1671,57.3482,88.5796
2.30,0.3500,840,1679,57.3482,88.6559
2.30,0.3750,841,1681,57.3482,88.6749
2.30,0.4000,841,1681,57.3482,88.6749
2.30,0.4250,842,1683,57.4281,88.694
2.30,0.4500,845,1689,57.3482,88.7321
2.30,0.4750,854,1707,57.2684,88.8465
2.30,0.5000,854,1707,57.2684,88.8465
2.35,0.0010,56,111,54.4728,58.5891
2.35,0.0250,287,573,54.393,71.001
2.35,0.0500,470,939,56.0703,79.6187
2.35,0.0750,554,1107,56.4696,82.0591
2.35,0.1000,610,1219,56.3898,83.7369
2.35,0.1250,659,1317,56.5495,84.9762
2.35,0.1500,681,1361,57.1086,85.5672
2.35,0.1750,696,1391,57.0288,85.8151
2.35,0.2000,743,1485,57.7476,86.8065
2.35,0.2250,792,1583,57.7476,87.7216
2.35,0.2500,821,1641,57.508,88.2936
2.35,0.2750,826,1651,57.508,88.3889
2.35,0.3000,835,1669,57.3482,88.5605
2.35,0.3250,836,1671,57.3482,88.5796
2.35,0.3500,840,1679,57.3482,88.6559
2.35,0.3750,841,1681,57.3482,88.6749
2.35,0.4000,841,1681,57.3482,88.6749
2.35,0.4250,842,1683,57.4281,88.694
2.35,0.4500,845,1689,57.3482,88.7321
2.35,0.4750,854,1707,57.2684,88.8465
2.35,0.5000,854,1707,57.2684,88.8465
2.40,0.0010,56,111,54.4728,58.5891
2.40,0.0250,287,573,54.393,71.001
2.40,0.0500,470,939,56.0703,79.6187
2.40,0.0750,554,1107,56.4696,82.0591
2.40,0.1000,610,1219,56.3898,83.7369
2.40,0.1250,659,1317,56.5495,84.9762
2.40,0.1500,681,1361,57.1086,85.5672
2.40,0.1750,696,1391,57.0288,85.8151
2.40,0.2000,743,1485,57.7476,86.8065
2.40,0.2250,792,1583,57.7476,87.7216
2.40,0.2500,821,1641,57.508,88.2936
2.40,0.2750,826,1651,57.508,88.3889
2.40,0.3000,835,1669,57.3482,88.5605
2.40,0.3250,836,1671,57.3482,88.5796
2.40,0.3500,840,1679,57.3482,88.6559
2.40,0.3750,841,1681,57.3482,88.6749
2.40,0.4000,841,1681,57.3482,88.6749
2.40,0.4250,842,1683,57.4281,88.694
2.40,0.4500,845,1689,57.3482,88.7321
2.40,0.4750,854,1707,57.2684,88.8465
2.40,0.5000,854,1707,57.2684,88.8465
2.45,0.0010,56,111,54.4728,58.5891
2.45,0.0250,287,573,54.393,71.001
2.45,0.0500,470,939,56.0703,79.6187
2.45,0.0750,554,1107,56.4696,82.0591
2.45,0.1000,610,1219,56.3898,83.7369
2.45,0.1250,659,1317,56.5495,84.9762
2.45,0.1500,681,1361,57.1086,85.5672
2.45,0.1750,696,1391,57.0288,85.8151
2.45,0.2000,743,1485,57.7476,86.8065
2.45,0.2250,792,1583,57.7476,87.7216
2.45,0.2500,821,1641,57.508,88.2936
2.45,0.2750,826,1651,57.508,88.3889
2.45,0.3000,835,1669,57.3482,88.5605
2.45,0.3250,836,1671,57.3482,88.5796
2.45,0.3500,840,1679,57.3482,88.6559
2.45,0.3750,841,1681,57.3482,88.6749
2.45,0.4000,841,1681,57.3482,88.6749
2.45,0.4250,842,1683,57.4281,88.694
2.45,0.4500,845,1689,57.3482,88.7321
2.45,0.4750,854,1707,57.2684,88.8465
2.45,0.5000,854,1707,57.2684,88.8465
2.50,0.0010,56,111,54.4728,58.5891
2.50,0.0250,287,573,54.393,71.001
2.50,0.0500,470,939,56.0703,79.6187
2.50,0.0750,554,1107,56.4696,82.0591
2.50,0.1000,610,1219,56.3898,83.7369
2.50,0.1250,659,1317,56.5495,84.9762
2.50,0.1500,681,1361,57.1086,85.5672
2.50,0.1750,696,1391,57.0288,85.8151
2.50,0.2000,743,1485,57.7476,86.8065
2.50,0.2250,792,1583,57.7476,87.7216
2.50,0.2500,821,1641,57.508,88.2936
2.50,0.2750,826,1651,57.508,88.3889
2.50,0.3000,835,1669,57.3482,88.5605
2.50,0.3250,836,1671,57.3482,88.5796
2.50,0.3500,840,1679,57.3482,88.6559
2.50,0.3750,841,1681,57.3482,88.6749
2.50,0.4000,841,1681,57.3482,88.6749
2.50,0.4250,842,1683,57.4281,88.694
2.50,0.4500,845,1689,57.3482,88.7321
2.50,0.4750,854,1707,57.2684,88.8465
2.50,0.5000,854,1707,57.2684,88.8465
2.55,0.0010,56,111,54.4728,58.5891
2.55,0.0250,287,573,54.393,71.001
2.55,0.0500,470,939,56.0703,79.6187
2.55,0.0750,554,1107,56.4696,82.0591
2.55,0.1000,610,1219,56.3898,83.7369
2.55,0.1250,659,1317,56.5495,84.9762
2.55,0.1500,681,1361,57.1086,85.5672
2.55,0.1750,696,1391,57.0288,85.8151
2.55,0.2000,743,1485,57.7476,86.8065
2.55,0.2250,792,1583,57.7476,87.7216
2.55,0.2500,821,1641,57.508,88.2936
2.55,0.2750,826,1651,57.508,88.3889
2.55,0.3000,835,1669,57.3482,88.5605
2.55,0.3250,836,1671,57.3482,88.5796
2.55,0.3500,840,1679,57.3482,88.6559
2.55,0.3750,841,1681,57.3482,88.6749
2.55,0.4000,841,1681,57.3482,88.6749
2.55,0.4250,842,1683,57.4281,88.694
2.55,0.4500,845,1689,57.3482,88.7321
2.55,0.4750,854,1707,57.2684,88.8465
2.55,0.5000,854,1707,57.2684,88.8465
2.60,0.0010,56,111,54.4728,58.5891
2.60,0.0250,287,573,54.393,71.001
2.60,0.0500,470,939,56.0703,79.6187
2.60,0.0750,554,1107,56.4696,82.0591
2.60,0.1000,610,1219,56.3898,83.7369
2.60,0.1250,659,1317,56.5495,84.9762
2.60,0.1500,681,1361,57.1086,85.5672
2.60,0.1750,696,1391,57.0288,85.8151
2.60,0.2000,743,1485,57.7476,86.8065
2.60,0.2250,792,1583,57.7476,87.7216
2.60,0.2500,821,1641,57.508,88.2936
2.60,0.2750,826,1651,57.508,88.3889
2.60,0.3000,835,1669,57.3482,88.5605
2.60,0.3250,836,1671,57.3482,88.5796
2.60,0.3500,840,1679,57.3482,88.6559
2.60,0.3750,841,1681,57.3482,88.6749
2.60,0.4000,841,1681,57.3482,88.6749
2.60,0.4250,842,1683,57.4281,88.694
2.60,0.4500,845,1689,57.3482,88.7321
2.60,0.4750,854,1707,57.2684,88.8465
2.60,0.5000,854,1707,57.2684,88.8465
2.65,0.0010,56,111,54.4728,58.5891
2.65,0.0250,287,573,54.393,71.001
2.65,0.0500,470,939,56.0703,79.6187
2.65,0.0750,554,1107,56.4696,82.0591
2.65,0.1000,610,1219,56.3898,83.7369
2.65,0.1250,659,1317,56.5495,84.9762
2.65,0.1500,681,1361,57.1086,85.5672
2.65,0.1750,696,1391,57.0288,85.8151
2.65,0.2000,743,1485,57.7476,86.8065
2.65,0.2250,792,1583,57.7476,87.7216
2.65,0.2500,821,1641,57.508,88.2936
2.65,0.2750,826,1651,57.508,88.3889
2.65,0.3000,835,1669,57.3482,88.5605
2.65,0.3250,836,1671,57.3482,88.5796
2.65,0.3500,840,1679,57.3482,88.6559
2.65,0.3750,841,1681,57.3482,88.6749
2.65,0.4000,841,1681,57.3482,88.6749
2.65,0.4250,842,1683,57.4281,88.694
2.65,0.4500,845,1689,57.3482,88.7321
2.65,0.4750,854,1707,57.2684,88.8465
2.65,0.5000,854,1707,57.2684,88.8465
2.70,0.0010,56,111,54.4728,58.5891
2.70,0.0250,287,573,54.393,71.001
2.70,0.0500,470,939,56.0703,79.6187
2.70,0.0750,554,1107,56.4696,82.0591
2.70,0.1000,610,1219,56.3898,83.7369
2.70,0.1250,659,1317,56.5495,84.9762
2.70,0.1500,681,1361,57.1086,85.5672
2.70,0.1750,696,1391,57.0288,85.8151
2.70,0.2000,743,1485,57.7476,86.8065
2.70,0.2250,792,1583,57.7476,87.7216
2.70,0.2500,821,1641,57.508,88.2936
2.70,0.2750,826,1651,57.508,88.3889
2.70,0.3000,835,1669,57.3482,88.5605
2.70,0.3250,836,1671,57.3482,88.5796
2.70,0.3500,840,1679,57.3482,88.6559
2.70,0.3750,841,1681,57.3482,88.6749
2.70,0.4000,841,1681,57.3482,88.6749
2.70,0.4250,842,1683,57.4281,88.694
2.70,0.4500,845,1689,57.3482,88.7321
2.70,0.4750,854,1707,57.2684,88.8465
2.70,0.5000,854,1707,57.2684,88.8465
2.75,0.0010,56,111,54.4728,58.5891
2.75,0.0250,287,573,54.393,71.001
2.75,0.0500,470,939,56.0703,79.6187
2.75,0.0750,554,1107,56.4696,82.0591
2.75,0.1000,610,1219,56.3898,83.7369
2.75,0.1250,659,1317,56.5495,84.9762
2.75,0.1500,681,1361,57.1086,85.5672
2.75,0.1750,696,1391,57.0288,85.8151
2.75,0.2000,743,1485,57.7476,86.8065
2.75,0.2250,792,1583,57.7476,87.7216
2.75,0.2500,821,1641,57.508,88.2936
2.75,0.2750,826,1651,57.508,88.3889
2.75,0.3000,835,1669,57.3482,88.5605
2.75,0.3250,836,1671,57.3482,88.5796
2.75,0.3500,840,1679,57.3482,88.6559
2.75,0.3750,841,1681,57.3482,88.6749
2.75,0.4000,841,1681,57.3482,88.6749
2.75,0.4250,842,1683,57.4281,88.694
2.75,0.4500,845,1689,57.3482,88.7321
2.75,0.4750,854,1707,57.2684,88.8465
2.75,0.5000,854,1707,57.2684,88.8465
